id,chord_progression,release_date,genre,chord_length
205016,<intro_1> Dminadd13 Emin7 A7 Dminadd13 Emin7 A7 <verse_1> Dminadd13 Emin7 A7 Dminadd13 A7 F C7 Dmin A7 Dmin A Dmin C7 F Bbmaj7 Bbadd13 Dmin A7 Dmin Dminmaj7 Dmin7 Bbmaj7 <verse_2> Dminadd13 Emin7 A7 Dminadd13 A7 F C7 Dmin A7 Dmin A Dmin C7 F Bbmaj7 Bbadd13 Dmin A7 Dmin Dminmaj7 Dmin7 Bbmaj7 <chorus_1> D Emin7 D Emin7 D A7sus4 D A7sus4 D Emin7 D Emin7 D A7sus4 D C F C7 F Edim7 F C7 F Edim7 Dmin Gmin F A Dmin Gmin Dmin <interlude_1> Dminadd13 Emin7 A7 Dminadd13 Emin7 A7 <verse_3> Dminadd13 Emin7 A7 Dminadd13 A7 F C7 Dmin A7 Dmin A Dmin C7 F Bbmaj7 Bbadd13 Dmin A7 Dmin Dminmaj7 Dmin7 Bbmaj7 <verse_4> Dminadd13 Emin7 A7 Dminadd13 A7 F C7 Dmin A7 Dmin A Dmin C7 F Bbmaj7 Bbadd13 Dmin A7 Dmin Dminmaj7 Dmin7 Bbmaj7 <chorus_2> D Emin7 D Emin7 D A7sus4 D A7sus4 D Emin7 D Emin7 D A7sus4 D C F C7 F Edim7 F C7 F Edim7 Dmin Gmin F A Dmin Gmin Dmin <interlude_2> Dminadd13 Emin7 A7 Dminadd13 Emin7 A7 <verse_5> Dminadd13 Emin7 A7 Dminadd13 A7 F C7 Dmin A7 Dmin A Dmin C7 F Bbmaj7 Bbadd13 Dmin A7 Dmin Dminmaj7 Dmin7 Bbmaj7 <verse_6> Dminadd13 Emin7 A7 Dminadd13 A7 F C7 Dmin A7 Dmin A Dmin C7 F Bbmaj7 Bbadd13 Dmin A7 Dmin Dminmaj7 Dmin7 Bbmaj7 D Emin7 D Emin7 D A7sus4 D A7sus4 D Emin7 D Emin7 D A7sus4 D C Dmin A Dmin A Dmin A Dmin,1966-01-01,pop_rock,246
205466,<intro_1> E B Fsmin E A E B Fsmin E A <verse_1> E B Fsmin E A E B Fsmin E A E B Fsmin E A E B Fsmin E A <chorus_1> Fsmin E Fsmin E A Fsmin <verse_2> E B Fsmin E A E B Fsmin E A E B Fsmin E A E B Fsmin E A <chorus_2> Fsmin E Fsmin E A Fsmin <bridge_1> Gsmin A E B Gsmin A B A Gsmin Fsmin <solo_1> E B Fsmin E A E B Fsmin E A E B Fsmin E A E B Fsmin E A Fsmin E Fsmin E A Fsmin <verse_3> E B Fsmin E A E B Fsmin E A E B Fsmin E A E B Fsmin E A <chorus_3> Fsmin E Fsmin E A Fsmin <interlude_1> E B Fsmin E A E B Fsmin E A E B Fsmin E A E B Fsmin E A E B Fsmin E A E B Fsmin E A E B Fsmin E A E B Fsmin E A <outro_1> E B Fsmin E A E B Fsmin E A E B Fsmin E A E B Fsmin E A,1999-01-01,alternative,195
205983,<intro_1> Dsus2 D Dsus2 D Dno3d D Dsus2 D Dsus2 D Dsus2 D Dsus2 D Dno3d D Dsus2 D Dsus2 D <verse_1> Dno3d D Dsus2 D Dsus2 D Dsus2 D Dsus2 D Dno3d D Dsus2 D Dsus2 D Dno3d D Dsus2 D Dsus2 D Dsus2 D Dsus2 D Dno3d D Dsus2 D Dsus2 D Dno3d D Dsus2 D Dsus2 D Dsus2 D Dsus2 D Dno3d D Dsus2 D Dsus2 D Dno3d D Dsus2 D Dsus2 D Dsus2 D Dsus2 D Dno3d D Dsus2 D Dsus2 D Bmin G A Bmin G Ano3d Asus4 <chorus_1> D A Bmin G D A C G D A Bmin G D A C G <instrumental_1> Dno3d D Dsus2 D Dsus2 D Dsus2 D Dsus2 D Dno3d D Dsus2 D Dsus2 D <verse_2> Dno3d D Dsus2 D Dsus2 D Dsus2 D Dsus2 D Dno3d D Dsus2 D Dsus2 D Dno3d D Dsus2 D Dsus2 D Dsus2 D Dsus2 D Dno3d D Dsus2 D Dsus2 D Bmin G Ano3d Asus4 <chorus_2> D A Bmin G D A C G D A Bmin G D A C G <bridge_1> Bmin G A Bmin G A Bmin G A Bmin B Ano3d Asus4 <chorus_3> D A Bmin G D A C G D A Bmin G D A C G <chorus_4> D A Bmin G D A C G D A Bmin G D A C G D A Bmin G <outro_1> Dno3d D Dsus2 D Dsus2 D Dsus2 D Dsus2 D Dno3d D Dsus2 D Dsus2 D Dno3d D Dsus2 D Dsus2 D Dno3d,2002-01-01,pop_rock,257
206107,<intro_1> Emin G Emin G Emin <verse_1> Cmaj7 Amin B7 Emin Cmaj7 Amin G Cmaj7 Emin Dsus4 D <chorus_1> C D Bmin7 Bb Amin D Emin G C D Bmin7 Emin Amin B7sus4 Emin <verse_2> Cmaj7 Amin B7 Emin Cmaj7 Amin G Cmaj7 Emin Dsus4 D <instrumental_2> C D Bmin7 Bb Amin D Emin G <chorus_2> C D Bmin7 Emin Amin B7sus4 Emin G Emin G <outro_1> C D Bmin7 Emin Amin B7sus4 Emin <instrumental_3> A7sus4 C C D7sus2 Dmin F Gsadd13 <intro_2> Dmin C F Dmin C F Dmin D7sus2 Dmin D7sus2 Dmin D7sus2 Dmin <verse_3> D7sus2 Dmin D7sus2 Bbmaj7 C Bbmaj7 C Gmin A7sus4 A7 Dmin D7sus2 Dmin D7sus2 Dmin D7sus2 Dmin D7sus2 Bbmaj7 C Bbmaj7 C Gmin F Bbmaj7 C Dmin Csus4 C <chorus_3> Bb C Amin7 Gsadd13 Gmin C Dmin C F Bb C Amin7 Dsus4 Dmin Gmin A7sus4 A7 Dmin D7sus2 <instrumental_4> Dmin D7sus2 Dmin D7sus2 Dmin <verse_4> D7sus2 Dmin D7sus2 Bbmaj7 C Bbmaj7 C Gmin A7sus4 A7 Dmin D7sus2 Dmin D7sus2 Dmin D7sus2 Dmin D7sus2 Bbmaj7 C Bbmaj7 C Gmin F Bbmaj7 C Dmin Csus4 C <instrumental_5> Bb C Amin7 Gsadd13 Gmin C Dmin C F <chorus_4> Bb C Amin7 Dsus4 Dmin Gmin A7sus4 A7 Dmin C F Dmin C F <outro_2> Bb C Amin7 Dsus4 Dmin Gmin A7sus4 A7 Dmin D7sus2 <instrumental_6> Dmin D7sus2 Dmin D7sus2 Dmin,2019-09-13,pop,224
206663,<intro_1> G D Bmin A G D Bmin A <verse_1> G D Bmin A G D Bmin A G D Bmin A G D Bmin A G D Bmin A G D Bmin A <chorus_1> G D Bmin A G D Bmin A G D Bmin A G D Bmin A G D Bmin A G D Bmin A G D Bmin A G D Bmin A Emin G D Bmin A <verse_2> G D Bmin A G D Bmin A G D Bmin A G D Bmin A G A G A <chorus_2> G D Bmin A G D Bmin A G D Bmin A G D Bmin A G D Bmin A G D Bmin A G D Bmin A G D Bmin A Emin G D Bmin A G D Bmin A <bridge_1> B A G A G D G D G D G D <chorus_3> G D Bmin A G D Bmin A G D Bmin A G D Bmin A G D Bmin A G D Bmin A G D Bmin A G D Bmin A Emin G D Bmin A G D Bmin A <outro_1> G D Bmin A G D Bmin A,2019-04-05,country,199
207583,<intro_1> C D G Bmin C D G Bmin <verse_1> C D G Bmin C D D7 <verse_2> C D G Bmin C D G Bmin <verse_3> C D G Bmin C D Dsdim Emin D Emin D Emin D Emin D <chorus_1> Amin G B C Dsdim Emin D Emin D Emin D Emin D <chorus_2> Amin G B C Dsdim Emin D Amin G Emin D Amin G <verse_4> C D G Bmin C D G Bmin C <verse_5> D G Bmin C D Dsdim Emin D Emin D Emin D Emin D <chorus_3> Amin G B C Dsdim Emin D Emin D Emin D Emin D <chorus_4> Amin G B C Dsdim Emin D Amin G Emin D Amin G Emin Amin D B7 G Emin Amin D Emin Amin D B7 G Emin Amin D Dsdim Emin Amin D B7 G Emin Amin D Dsdim Emin Amin D B7 G Emin Amin D Dsdim Emin Amin D B7 G Emin Amin D Dsdim Emin Amin D B7 G Emin Amin D Dsdim Emin Amin D B7 G Emin Amin D Dsdim Emin Amin D B7 G Emin Amin D Dsdim Emin,2006-02-07,alternative,195
207834,<intro_1> Ebno3d Abno3d Bbno3d Ebno3d Abno3d Bbno3d Cmaj7 Ebmaj7 Bmin C G D Gdim7 Fs Cs E Fs Cs E Fs Cs E Fs Cs E <verse_1> D C D A D G A D C D A D G A D C D A D G A D C D A D F C G Csdim7 B Fs A B Fs A B Fs A Fs Cs E <verse_2> D C D A D G A D C D A D G A D C D A D G A D C D A D F C G Csdim7 B Fs A B Fs A B Fs A Fs Cs B <chorus_1> F Emin F Amin F Emin F Emin F Amin F Emin F Amin Bb Amin Fsmin7 Fsminadd13 Fssus4 Fs Fsus4 F Bb F Ab Eb F Emin F Amin F Emin F Emin F Amin F Emin F Amin Bb Amin Bb Amin Bb C Bb Amin <instrumental_1> Emin F Fmin A <verse_3> D C D A D G A D C D A D G A D C D A D G A D C D A D F C G Csdim7 B Fs A B Fs A B Fs A Fs Cs E <instrumental_3> Amin Emin F Fmin Gadd13 Gadd13 Gadd13 Gadd13 Gadd13 Amin7 Gadd13 Fadd13 Gadd13 Amin7 Gadd13 Fadd13 Gadd13 <bridge_1> Gadd13 Gadd13 Cmaj9 D Ebadd9 Eb Cadd9 Gadd13 Gadd13 Gadd13 Cmaj9 D Ebadd9 Eb Cadd9 Bb Amin F G Amin F G Amin F G Amin F G <instrumental_4> Fsminadd13 Fsminadd13 B7 B7 B7 Eadd9 B7 Eadd9 <chorus_2> F Emin F Amin F Emin F Emin F Amin F Emin F Amin Bb Amin Bb Amin Bb C Bb Amin <instrumental_5> Emin F Fmin A <verse_4> D C D A D G A D C D A D G A D C D A D G A D C D A D F C G Csdim7 B Fs A B Fs A B Fs A Fs Cs E Bmin Ebmaj7 Bmin,1976-12-27,rock,339
208190,<intro_1> G C G D G C G D G <verse_1> C G C G D C G Emin C D <verse_2> G C G C D Emin D C G C D G D <verse_3> G Emin G C D Emin D C G C D G D <verse_4> G Emin G C D Emin D C G C D <verse_5> G Emin G C D Emin D C G C D G D <verse_6> G Emin G C D Emin D C G C D D7 <verse_7> G C G Emin D Emin D C G C D G D <verse_8> G Emin G C D Emin D C G C D <verse_9> G C G C D Emin D C G C D G D <verse_10> G Emin G C D Emin D C G C D G <verse_11> C G C D Emin D C G C D <verse_12> G Emin G C D Emin D C G C D G D G <verse_13> Emin G C D Emin D C G C D <verse_14> G C G D C G Emin C D <verse_15> G C G D C G Emin C D <instrumental_1> G C G D G D G <verse_16> C D Emin D C G C D <verse_17> G C G C D Emin D C G C D <verse_18> G Emin G C D Emin D C G C D G <instrumental_2> C G D G <verse_19> Emin G C D Emin D C G C D G <outro_1> C G D G,1990-01-01,country,262
209255,<intro_1> F Amin G Amin F <verse_1> Amin G Amin F Amin G Amin F Amin G Amin F Amin G Amin F Amin G Amin F Amin G <chorus_1> F Amin G Amin F Amin G Amin F Amin G Amin F Amin F Amin G Amin F Amin G Amin <verse_2> F Amin G Amin F Amin G Amin F Amin G Amin F Amin G Amin F Amin G Amin F Amin G <chorus_2> F Amin G Amin F Amin G Amin F Amin G Amin F Amin F Amin G Amin F Amin G Amin <bridge_1> F Amin G Amin F Amin G Amin F <chorus_3> Amin G Amin F Amin G Amin F Amin G Amin F Amin G Amin,2019-08-30,electronic,125
209742,<intro_1> Dmin Bb F C Dmin Bb F C Dmin Bb F C Dmin Bb F C Dmin Bb F C Dmin Bb F C Dmin Bb F C G A <verse_1> Dmin F C G Dmin F C G Dmin <chorus_1> Bb F C Dmin Bb F C Dmin Bb F C G A Dmin Bb F C Dmin Bb F C Dmin Bb F C G A <interlude_1> Dmin F Bb A Bb C Dmin F Bb A Bb C <verse_2> Dmin F Bb A Bb C Dmin F Bb A Bb C A Bb A Bb C <bridge_1> Dmin Bb F C Dmin Bb F C Dmin Bb F C G A Dmin F C G Dmin F C G Dmin <chorus_2> Bb F C Dmin Bb F C Dmin Bb F C G A Dmin Bb F C Dmin Bb F C Dmin Bb F C G A <outro_1> Dmin Bb F C Dmin Bb F C Dmin Bb F C G A Dmin Bb F C Dmin Bb F C Dmin Bb F C G A Dmin,2018-10-17,punk,182
211165,<intro_1> C Gadd11 Amin Gadd11 F C Gadd11 Amin Gadd11 C Gadd11 C <verse_1> Gadd11 Amin Gadd11 F C Gadd11 Amin Gadd11 C Gadd11 C Gadd11 Amin Gadd11 F C Gadd11 Amin Gadd11 F C Gadd11 C <verse_2> Gadd11 Amin Gadd11 F C Gadd11 Amin Gadd11 C Gadd11 C Gadd11 Amin Gadd11 F C Gadd11 Amin Gadd11 C Gadd11 C <verse_3> Gadd11 Amin Gadd11 F C Gadd11 Amin Gadd11 C Gadd11 C Gadd11 Amin Gadd11 F C Gadd11 Amin Gadd11 C Gadd11 C <verse_4> Gadd11 Amin Gadd11 F C Gadd11 Amin Gadd11 C Gadd11 C Gadd11 Amin Gadd11 F C Gadd11 Amin Gadd11 C Gadd11 C <verse_5> Gadd11 Amin Gadd11 F C Gadd11 Amin Gadd11 C Gadd11 C Gadd11 Amin Gadd11 F C Gadd11 Amin Gadd11 C Gadd11 C <verse_6> Gadd11 Amin Gadd11 F C Gadd11 Amin Gadd11 C Gadd11 C Gadd11 Amin Gadd11 F C Gadd11 Amin Gadd11 C Gadd11 C <verse_7> Gadd11 Amin Gadd11 F C Gadd11 Amin Gadd11 C Gadd11 C Gadd11 Amin Gadd11 F C Gadd11 Amin Gadd11 C Gadd11 C <verse_8> Gadd11 Amin Gadd11 F C Gadd11 Amin Gadd11 C Gadd11 C Gadd11 Amin Gadd11 F C Gadd11 Amin Gadd11 C,2014-04-29,punk,196
215078,<intro_1> C Emin F C Emin F C Emin F C Emin F C Emin F C Emin F C Emin F C Emin F <verse_1> C Emin F C Emin F C Emin F C G C Emin F C Emin F C Emin F C G <chorus_1> C G C G C G C <verse_2> Emin F C Emin F C Emin F C G C Emin F C Emin F C Emin F C G <chorus_2> C G C G C G C <chorus_3> Emin F G C Emin F G C Emin F G C Emin F G C G C G C G C G <verse_3> C Emin F C Emin F C Emin F C G C Emin F C Emin F C Emin F C <chorus_4> Emin F G C Emin F G C Emin F G C Emin F G <chorus_5> C Emin F G C Emin F G C Emin F G C Emin F G <outro_1> C G C G C G C G C G C G C G C Emin F C Emin F C Emin F C Emin F G,2018-07-20,alternative,193
215438,<intro_1> Cs Dsmin Asno3d Gsno3d Fsno3d Asno3d Gsno3d Fsno3d Asno3d Gsno3d Fsno3d Asno3d Gsno3d Fsno3d Asno3d Gsno3d Fsno3d Asno3d Gsno3d Fsno3d Asno3d Gsno3d Fsno3d Asno3d Gsno3d Fsno3d <verse_1> Asno3d Gsno3d Fsno3d Asno3d Gsno3d Fsno3d Asno3d Gsno3d Fsno3d Asno3d <chorus_1> Eno3d Fsno3d Asno3d Gsno3d Fsno3d Asno3d Gsno3d Fsno3d <verse_2> Asno3d Gsno3d Fsno3d Asno3d Gsno3d Fsno3d Asno3d Gsno3d Fsno3d Asno3d <chorus_2> Eno3d Fsno3d <chorus_3> B Cs Dsmin Csmin B Cs Dsmin Csmin B Cs Dsmin Csmin B Cs Dsmin Csmin <interlude_1> Asno3d Bno3d Fsno3d Eno3d Asno3d Bno3d Fsno3d Eno3d Asno3d Bno3d Fsno3d Eno3d Asno3d Bno3d Fsno3d Eno3d <chorus_4> Asno3d Bno3d Fsno3d Eno3d Asno3d Bno3d Fsno3d Eno3d Asno3d Bno3d Fsno3d Eno3d Asno3d Bno3d Fsno3d Eno3d <chorus_5> Asno3d Bno3d Fsno3d Eno3d Asno3d Bno3d Fsno3d Eno3d Asno3d Bno3d Fsno3d Eno3d Asno3d Bno3d Fsno3d Eno3d <chorus_6> Asno3d Eno3d Fsno3d Asno3d Eno3d Fsno3d <chorus_7> B Cs Dsmin Csmin B Cs Dsmin Csmin B Cs Dsmin Csmin B Cs Dsmin Csmin <interlude_2> B Cs Dsmin Csmin B Cs Dsmin Csmin <bridge_1> B Cs Dsmin Csmin B Cs Dsmin Csmin <chorus_8> B Cs Dsmin Csmin B Cs Dsmin Csmin B Cs Dsmin Csmin B Cs Dsmin Csmin B Cs Dsmin Csmin <chorus_9> Asno3d Bno3d Fsno3d Eno3d Asno3d Bno3d Fsno3d Eno3d Asno3d Bno3d Fsno3d Eno3d Asno3d Bno3d Fsno3d Eno3d <chorus_10> Asno3d Eno3d Fsno3d Asno3d Eno3d Fsno3d,2020-05-29,alternative,216
215721,<intro_1> Emin C G D Emin C G D <chorus_1> Emin C G D Emin C G D <bridge_1> Emin C G D Emin C G D <instrumental_1> Emin G D Emin G D Emin C G D Emin C G D <chorus_2> Emin C G D Emin C G D <verse_1> Emin G D Emin G D Emin G D Emin G D Emin C G D Emin C G D <chorus_3> Emin C G D Emin C G D <bridge_2> Emin C G D Emin C G D <verse_2> Emin G D Emin G D Emin G D Emin G D Emin C G D Emin C G D <chorus_4> Emin C G D Emin C G D <instrumental_2> Emin C G Emin C G Emin C G Emin C G <verse_3> Emin G D Emin G D Emin C G D Emin C G D <chorus_5> Emin C G D Emin C G D <outro_1> Emin C G D Emin C G D,1994-01-01,electronic,166
215734,<intro_1> Cmin Ab Bb G Cmin Ab G Fmin Cmin Ab Bb G Ab G Ab G <verse_1> Cmin G Ab Eb Fmin Cmin Ab Bb Cmin G Ab Eb Fmin Cmin Ab Bb Cmin G Ab Bb Fmin Cmin Ab Bb <chorus_1> Cmin Ab Eb Bb Cmin Ab Eb Bb Cmin G Ab Bb Cmin Ab Eb Bb Cmin Bb Ab G Cmin Bb Ab G Ab Bb Cmin G Ab Bb Cmin <verse_2> G Ab Eb Fmin Cmin Ab Bb Cmin G Ab Eb Fmin Cmin Ab Bb <bridge_1> Cmin Bb Ab Eb Fmin Cmin Ab G Cmin Bb Ab G Cmin Bb Ab G Ab Bb Cmin G Ab Bb Cmin <interlude_1> G Ab Eb Fmin Cmin Ab Bb Cmin Ab Eb Cmin G Ab Fmin Ab Bb Cmin Fmin Ab Bb Cmin G Ab Bb Cmin G Ab Bb G Cmin Ab G Cmin Bb Ab G Cmin Bb Ab G Ab Bb Cmin G Ab Bb Cmin <chorus_2> Ab Eb Bb Cmin Ab Eb Bb Cmin G Ab Bb Cmin Ab Eb Bb Cmin Bb Ab G Cmin Bb Ab G Ab Bb Cmin G Ab Bb Cmin <outro_1> Ab Bb G Cmin Ab G Fmin Cmin Ab Bb G Ab G Ab G,2003-08-26,punk,209
216511,<intro_1> D Bmin Gsmin G <verse_1> D Bmin Gsmin G D Bmin Gsmin G D Bmin Gsmin G D Bmin Gsmin C <bridge_1> D Bmin Gsmin C D Bmin Gsmin C D Bmin Gsmin G D Bmin Gsmin G <chorus_1> D Bmin Gsmin G D Bmin Gsmin G D Bmin Gsmin G <interlude_1> D Bmin Gsmin G <verse_2> D Bmin Gsmin G D Bmin Gsmin G D Bmin Gsmin G D Bmin Gsmin G D Bmin G Gsmin D Bmin G Gsmin D Bmin Gsmin G D Bmin Gsmin G <chorus_2> D Bmin Gsmin G D Bmin Gsmin G D Bmin Gsmin G D Bmin Gsmin G <verse_3> D Bmin Gsmin G D Bmin Gsmin G D Bmin Gsmin G D Bmin Gsmin G D Bmin Gsmin G D Bmin Gsmin G D Bmin Gsmin G D Bmin Gsmin G <chorus_3> D Bmin Gsmin G D Bmin Gsmin G D Bmin Gsmin G D Bmin Gsmin G <outro_1> D Bmin Gsmin G D Bmin Gsmin G,2014-11-02,soul,166
220056,<verse_1> D A G D C D A G D C <interlude_1> D A G <verse_2> D A G D C D A G D C <chorus_1> D A G D A G D A G D C <verse_3> D A G D C D A G D A G <interlude_2> D A G D A G <verse_4> D A G D C D A G D A G <chorus_2> D A G D A G D A G D C D A G D A G D A G D A G <bridge_1> D A G D A G D A G D A G <verse_5> Cno3d Csno3d D A G D A G <interlude_3> D D7 A G D D7 A G <verse_6> D A G D A G D A G D A G <chorus_3> D A G D A G D A G D A G D A G D A G D A G D C <outro_1> D A G D A G D A G D A G D A G D A G D A G D A G D,2006-04-03,punk,187
220329,<intro_1> Gmin Cmin Gmin Cmin <chorus_1> Gmin Amin Bb Cmin Gmin Amin Bb Cmin Gmin Amin Bb Cmin Gmin Amin Bb Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin <verse_1> Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin Cmin <chorus_2> Gmin Amin Bb Cmin Gmin Amin Bb Cmin Gmin Amin Bb Cmin Gmin Amin Bb Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin <verse_2> Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin Cmin <outro_1> Gmin Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin Cmin Gmin,1978,reggae,143
221983,<verse_1> Bmin Emin Amin7 Fsdim Bmin Emin Amin7 Fsdim Bmin Emin Amin7 Fsdim Bmin Emin Amin7 Fsdim Bmin Emin Amin7 Fsdim Bmin Emin Amin7 Fsdim Bmin Emin Amin7 Fsdim <chorus_1> D Emin D G B Amin7 G C D Emin D G B7 Amin7 G C <verse_2> Bmin Emin Amin7 Fsdim Bmin Emin Amin7 Fsdim Bmin Emin Amin7 Fsdim Bmin Emin Bmin Emin Amin7 Fsdim Bmin Emin Amin7 Fsdim Bmin Emin Amin7 Fsdim Bmin Emin Amin7 Fsdim <chorus_2> D Emin D G B Amin7 G C D Emin D G B7 Amin7 G C <verse_3> Bmin Emin Amin7 Fsdim Bmin Emin Amin7 Fsdim Bmin Emin Amin7 Fsdim Bmin Emin Amin7 Fsdim <chorus_3> D Emin D G B Amin7 G C D Emin D G B7 Amin7 G C <intro_1> Bmin Emin Amin7 Fsdim <verse_4> Bmin Emin Amin7 Fsdim <chorus_4> D Emin D G B Amin7 G C D Emin D G B7 Amin7 G C <verse_5> Bmin Emin Amin7 Fsdim <chorus_5> D Emin D G B Amin7 G C D Emin D G B7 Amin7 G C <chorus_6> D Emin D G B Amin7 G C D Emin D G B7 Amin7 G C <outro_1> Bmin Emin Amin7 Fsdim,2015-10-30,soul,199
222677,<intro_1> Abmin B Ebmin Bbmin Abmin B Ebmin Bbmin Abmin B Ebmin Bbmin Abmin B Ebmin Bbmin Abmin <chorus_1> B Ebmin Cs Abmin B Ebmin Cs Abmin B Ebmin Cs Abmin B Ebmin Cs Abmin <verse_1> B Ebmin Cs Abmin B Ebmin Cs Abmin B Ebmin Cs Abmin B Ebmin Cs Abmin B Ebmin Cs Abmin B Ebmin Cs Abmin <chorus_2> B Ebmin Cs Abmin B Ebmin Cs Abmin B Ebmin Cs Abmin B Ebmin Cs Abmin <verse_2> B Ebmin Cs Abmin B Ebmin Cs Abmin B Ebmin Cs Abmin B Ebmin Cs Abmin B Ebmin Cs Abmin B Ebmin Cs Abmin B Ebmin Cs F Fmin Ab Gmin Bb Ab Gmin Ab <chorus_3> Gmin Ab Gmin Ab Gmin Ab Gmin Ab Gmin Ab Gmin <verse_3> Ab Gmin Ab Gmin Ab Gmin Ab Gmin Ab Gmin Ab Gmin Ab Eb Gmin Ab Eb Gmin Ab <chorus_4> Gmin Ab Gmin Ab Gmin Ab Gmin Ab Gmin Ab Gmin Ab Gmin Ab Gmin <outro_1> Ab Gmin Ab Gmin Ab Gmin Ab Gmin Ab Gmin Ab Gmin Ab Gmin Ab Gmin,2019-03-29,rap,178
223896,<intro_1> Amin G F G C F G Amin G F G C F G <verse_1> C F C Amin G C Amin G C G C <verse_2> F C Amin G C Amin G C G C <verse_3> F C Amin G C Amin G C G C <chorus_1> F C G C G Amin G F G C F G Amin G F G C F G C <instrumental_1> F C F <verse_4> C F C Amin G C Amin G C G C <verse_5> F C Amin G C Amin G C G C <chorus_2> F C G C G Amin G F G C F G Amin G F G C F G C <instrumental_2> F C F C <verse_6> F C Amin G C Amin G C G C <verse_7> F C Amin G C Amin G C G C <chorus_1> F C G C G Amin G F G C F G Amin G F G C F G C <instrumental_3> F C F C F C F C Amin G F G C F G Amin G F G C F G <chorus_3> Amin G F G C F G Amin G F G C F G C,2018-11-09,country,205
224448,<intro_1> Cmin Ds Dno3d <verse_1> Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds <instrumental_1> Cmin Ds Dno3d <verse_2> Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds Gs Fmin Cmin Gs Fmin Cmin Gs Fmin <instrumental_2> Cmin Ds Dno3d <verse_3> Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds <instrumental_3> Cmin Ds Dno3d Cmin Ds Gs Fmin Cmin Gs Fmin Cmin Gs Fmin <chorus_1> Cmin Asmin Gsmin Cmin Asmin Gsmin Cmin Asmin Gsmin Cmin Asmin Gsmin Cmin <instrumental_4> Ds Dno3d <verse_4> Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds <instrumental_5> Cmin Ds Dno3d <verse_5> Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds Dno3d Gs Fmin Cmin Gs Fmin Cmin Gs Fmin <chorus_2> Cmin Asmin Gsmin Cmin Asmin Gsmin Cmin Asmin Gsmin Cmin Asmin Gsmin Cmin <instrumental_6> Ds Dno3d <outro_1> Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds Dno3d Cmin Ds Dno3d Cmin,2002-01-01,pop,221
224734,<verse_1> Fs A Fs A B <chorus_1> E A E A E A E A E A E A E A E A <verse_2> Fs A Fs A B <chorus_2> E A E A E A E A E A E A E A E A E A E A E A E A E A E A E A E A <verse_3> E A E A E A E A E A E A E A E A Fs A Fs A <chorus_3> E A E A E A E A E A E A E A E A E A E A E A E A E A E A E A E A <bridge_1> Fsmin Gsmin Csmin Gs Bmin A Amin G Fs7 B7 B E A E A E A E A E A E <chorus_4> A E A E A E A E A E A E A E A E A E A E A E A E A E A E A E A E A E A <chorus_5> E A E A E A E A E A E A E A E A E A E A E A E A E A E A E A E A E A E A E A E A E Fs Gs <bridge_2> Fs A Fs A E Fs A Fs A E Fs A Fs A E Fs A Fs A E <outro_1> B E A E A E A E A E A E A E A E A E A E A E A E A E A E A E A E A E,2019-05-03,pop,275
224947,<intro_1> G D <verse_1> G D G D G D G D G D G D G D G D C F C F C F C F G D G D G D G D <chorus_1> Fsmin G A D Fsmin G A D Fsmin G A D Fsmin G A <verse_2> G D G D G D G D G D G D G D G D C F C F C F C F G D G D G D G D <chorus_2> Fsmin G A D Fsmin G A D Fsmin G A D Fsmin G A <bridge_1> C G As F C G As F C G As F C G As <instrumental_1> G D <verse_3> G D G D G D G D G D G D G D G D C F C F C F C F G D G D G D G D <chorus_3> Fsmin G A D Fsmin G A D Fsmin G A D Fsmin G A D Fsmin G A D Fsmin G A D Fsmin G A D Fsmin G A D,1999,punk,186
